Flags,Utterance,Category,Intent
BEMP,I Do Not Know How I Could Get The Invoices From October,Invoice,Get_Invoice
BI,How Do I Get The Invoice From June?,Invoice,Get_Invoice
BIP,Would It Be Possible To Get The Invoice From November?,Invoice,Get_Invoice
BIP,Could You Help Me To Get The Invoice From March?,Invoice,Get_Invoice
BEM,I Do Not Know How To Get The Invoices From Last Month,Invoice,Get_Invoice
B,Assistance To Get The Invoice,Invoice,Get_Invoice
BE,I Do Not Know What I Need To Do To Get The Invoice,Invoice,Get_Invoice
BIMP,Will You Send Me The Invoices From Four Months Ago?,Invoice,Get_Invoice
BIM,Can I Get The Invoices From 6 Purchases Ago?,Invoice,Get_Invoice
BIMP,Could You Help Me Getting The Invoices?,Invoice,Get_Invoice
BM,I Am Calling To Get The Invoice From 7 Months Ago,Invoice,Get_Invoice
BM,I Want Help Getting My Invoices,Invoice,Get_Invoice
BM,Assistance To Get The Invoices From December,Invoice,Get_Invoice
BMP,I Would Like To Get The Invoice From Nine Months Ago,Invoice,Get_Invoice
BMP,I Would Like To Get The Invoices From February,Invoice,Get_Invoice
BKM,Get Invoices From Nine Months Ago,Invoice,Get_Invoice
BI,Is It Possible To Get The Invoice?,Invoice,Get_Invoice
BM,I Have Got To Get The Invoices From 1 Purchases Ago,Invoice,Get_Invoice
BM,I Don'T Know What To Do To Get The Invoices From August,Invoice,Get_Invoice
BEMP,I Do Not Know How I Could Get The Invoices From 7 Months Ago,Invoice,Get_Invoice
BM,I Have To Get The Invoices,Invoice,Get_Invoice
BEM,I Do Not Know How I Can Get The Invoices From Ten Months Ago,Invoice,Get_Invoice
BIP,Could I Get The Invoice From Last Month?,Invoice,Get_Invoice
B,I Need To Get The Invoice,Invoice,Get_Invoice
B,I Need Assistance To Get My Invoice,Invoice,Get_Invoice
BIMP,Could You Help Me Getting The Invoices From May?,Invoice,Get_Invoice
BI,How Can I Get My Invoice?,Invoice,Get_Invoice
BK,Getting Invoice From Last Month,Invoice,Get_Invoice
BI,How Do I Get The Invoice?,Invoice,Get_Invoice
BM,I Need Assistance To Get The Invoices From Last Month,Invoice,Get_Invoice
BIM,Can I Get The Invoices?,Invoice,Get_Invoice
B,Send Me My Invoice,Invoice,Get_Invoice
B,I Don'T Know How I Can Get The Invoice From Last Month,Invoice,Get_Invoice
BP,I Would Like To Get The Invoice From December,Invoice,Get_Invoice
BEM,I Do Not Know How To Get The Invoices From 6 Purchases Ago,Invoice,Get_Invoice
BM,I Need Help To Get The Invoices From My Last Purchase,Invoice,Get_Invoice
B,Help Getting My Invoice,Invoice,Get_Invoice
BE,I Do Not Know How To Get The Invoice From April,Invoice,Get_Invoice
B,Help Me To Get The Invoice From Last Month,Invoice,Get_Invoice
BEM,I Do Not Know What I Have To Do To Get The Invoices,Invoice,Get_Invoice
B,Help Me Get The Invoice,Invoice,Get_Invoice
BK,Get Invoice From Last Purchase,Invoice,Get_Invoice
BEM,I Do Not Know What I Have To Do To Get My Invoices,Invoice,Get_Invoice
BM,Help Me Get The Invoice From 6 Purchases Ago,Invoice,Get_Invoice
BIMP,Could You Send Me My Invoices?,Invoice,Get_Invoice
BM,I Need To Get The Invoice From 9 Purchases Ago,Invoice,Get_Invoice
BP,I Don'T Know How I Could Get The Invoice,Invoice,Get_Invoice
BIM,How To Get The Invoices From March?,Invoice,Get_Invoice
B,I Want Help Getting The Invoice From Last Month,Invoice,Get_Invoice
B,I Don'T Know How To Get The Invoice From Last Month,Invoice,Get_Invoice
BIM,Can I Get My Invoices?,Invoice,Get_Invoice
BEMP,I Do Not Know How I Could Get My Invoices,Invoice,Get_Invoice
BIMP,Where Could I Get The Invoices From November?,Invoice,Get_Invoice
BI,How Can I Get The Invoice From Last Month?,Invoice,Get_Invoice
BIMP,Where Could I Get The Invoices From 6 Purchases Ago?,Invoice,Get_Invoice
BIMP,Could You Help Me To Get The Invoices From July?,Invoice,Get_Invoice
BKM,Getting Invoices,Invoice,Get_Invoice
B,I Try To Get The Invoice From Last Month,Invoice,Get_Invoice
BI,Can I Get The Invoice From November?,Invoice,Get_Invoice
B,Help To Get The Invoice From September,Invoice,Get_Invoice
BIMP,Could You Help Me To Get The Invoices From Last Month?,Invoice,Get_Invoice
BIMP,How Could I Get The Invoices From My Last Purchase?,Invoice,Get_Invoice
BM,Send Me The Invoices From One Purchases Ago,Invoice,Get_Invoice
BMP,I Would Like To Get The Invoices From Ten Months Ago,Invoice,Get_Invoice
BIP,Could You Help Me Getting The Invoice From Last Month?,Invoice,Get_Invoice
BM,I Don'T Know How I Can Get The Invoice From 9 Purchases Ago,Invoice,Get_Invoice
BM,I Want Assistance To Get The Invoices,Invoice,Get_Invoice
BKM,Getting Invoices From Last Purchase,Invoice,Get_Invoice
BIM,How To Get My Invoices?,Invoice,Get_Invoice
BEM,I Do Not Know How To Get The Invoices From May,Invoice,Get_Invoice
BIP,Could You Send Me The Invoice From Last Month?,Invoice,Get_Invoice
BK,Get Invoice From September,Invoice,Get_Invoice
BKM,Getting Invoices From 2 Purchases Ago,Invoice,Get_Invoice
BIM,How Can I Get The Invoices From August?,Invoice,Get_Invoice
BM,I Need Assistance To Get The Invoice From 3 Purchases Ago,Invoice,Get_Invoice
BI,How To Get The Invoice From March?,Invoice,Get_Invoice
BIP,Could You Help Me To Get My Invoice?,Invoice,Get_Invoice
B,I Am Calling To Get The Invoice From Last Month,Invoice,Get_Invoice
BK,Getting Invoice,Invoice,Get_Invoice
BIMP,How Could I Get The Invoice From 2 Purchases Ago?,Invoice,Get_Invoice
BI,Can You Send Me My Invoice?,Invoice,Get_Invoice
B,I Am Trying To Get The Invoice From My Last Purchase,Invoice,Get_Invoice
BK,Getting Invoice From March,Invoice,Get_Invoice
BIMP,How Could I Get The Invoices From 10 Months Ago?,Invoice,Get_Invoice
BIMP,Could You Help Me To Get The Invoice From Six Months Ago?,Invoice,Get_Invoice
BI,Can You Help Me To Get The Invoice From Last Month?,Invoice,Get_Invoice
BIMP,Would It Be Possible To Get The Invoices From Last Month?,Invoice,Get_Invoice
BIM,Can You Send Me The Invoices From Last Month?,Invoice,Get_Invoice
BE,I Do Not Know How I Can Get The Invoice From August,Invoice,Get_Invoice
B,I Call To Get The Invoice From Last Month,Invoice,Get_Invoice
BKM,Getting Invoice From 1 Purchases Ago,Invoice,Get_Invoice
BM,Help Me Get My Invoices,Invoice,Get_Invoice
BIM,Where Can I Get The Invoices From My Last Purchase?,Invoice,Get_Invoice
BIP,Could You Help Me Get The Invoice From September?,Invoice,Get_Invoice
BMP,I Would Like To Get The Invoice From One Purchases Ago,Invoice,Get_Invoice
BM,I Need Help To Get The Invoices From Last Month,Invoice,Get_Invoice
BM,I Want Help Getting The Invoices From My Last Purchase,Invoice,Get_Invoice
BM,I Need Help To Get The Invoices From One Purchases Ago,Invoice,Get_Invoice
BIMP,Could You Help Me Get The Invoices?,Invoice,Get_Invoice
BEM,I Do Not Know How To Get The Invoice From Eleven Months Ago,Invoice,Get_Invoice
BIM,How Do I Get The Invoices From My Last Purchase?,Invoice,Get_Invoice
BM,I Don'T Know How To Get The Invoice From 1 Purchases Ago,Invoice,Get_Invoice
BI,Is It Possible To Get The Invoice From My Last Purchase?,Invoice,Get_Invoice
BIM,Can You Help Me To Get The Invoices From December?,Invoice,Get_Invoice
BMP,I Don'T Know How I Could Get The Invoices From Last Month,Invoice,Get_Invoice
BIM,Can You Send Me The Invoices From My Last Purchase?,Invoice,Get_Invoice
BIP,Could You Help Me Get My Invoice?,Invoice,Get_Invoice
BM,I Want To Get The Invoice From 1 Purchases Ago,Invoice,Get_Invoice
BIM,How Can I Get My Invoices?,Invoice,Get_Invoice
B,I Try To Get The Invoice From My Last Purchase,Invoice,Get_Invoice
BI,Can You Help Me Getting The Invoice From My Last Purchase?,Invoice,Get_Invoice
B,Help Me Getting The Invoice,Invoice,Get_Invoice
BI,Is It Possible To Get My Invoice?,Invoice,Get_Invoice
BIMP,Could You Send Me The Invoices From August?,Invoice,Get_Invoice
BIM,Can You Help Me Get The Invoices From October?,Invoice,Get_Invoice
B,I Don'T Know What I Need To Do To Get My Invoice,Invoice,Get_Invoice
BM,I Am Trying To Get My Invoices,Invoice,Get_Invoice
BM,Help Me To Get The Invoice From 8 Months Ago,Invoice,Get_Invoice
BIP,Could You Help Me Getting The Invoice?,Invoice,Get_Invoice
BI,Can You Help Me Get The Invoice From My Last Purchase?,Invoice,Get_Invoice
B,I Need To Get The Invoice From July,Invoice,Get_Invoice
BM,I Need Assistance To Get The Invoices From 2 Purchases Ago,Invoice,Get_Invoice
BM,I Have To Get My Invoices,Invoice,Get_Invoice
B,Assistance To Get My Invoice,Invoice,Get_Invoice
BM,Help Getting The Invoices From 10 Months Ago,Invoice,Get_Invoice
BKM,Get Invoices From Last Purchase,Invoice,Get_Invoice
BM,Assistance To Get The Invoice From 3 Purchases Ago,Invoice,Get_Invoice
BE,I Do Not Know What I Have To Do To Get The Invoice,Invoice,Get_Invoice
B,I Don'T Know How To Get The Invoice,Invoice,Get_Invoice
BM,I Call To Get The Invoices From My Last Purchase,Invoice,Get_Invoice
BM,I Need Help To Get My Invoices,Invoice,Get_Invoice
B,I Have Got To Get The Invoice From June,Invoice,Get_Invoice
BM,I Need Assistance Getting My Invoices,Invoice,Get_Invoice
BIM,Can You Help Me Get My Invoices?,Invoice,Get_Invoice
BI,How Do I Get The Invoice From My Last Purchase?,Invoice,Get_Invoice
BIM,Can You Help Me Get The Invoices From 3 Purchases Ago?,Invoice,Get_Invoice
BIP,How Could I Get The Invoice From My Last Purchase?,Invoice,Get_Invoice
BM,I Want Help To Get The Invoice From 6 Purchases Ago,Invoice,Get_Invoice
B,Help Me To Get The Invoice From My Last Purchase,Invoice,Get_Invoice
BE,I Do Not Know What I Need To Do To Get My Invoice,Invoice,Get_Invoice
BM,Assistance To Get The Invoices From Last Month,Invoice,Get_Invoice
BKM,Get Invoice From 3 Purchases Ago,Invoice,Get_Invoice
BIM,Can You Help Me Get The Invoices?,Invoice,Get_Invoice
B,Assistance To Get The Invoice From Last Month,Invoice,Get_Invoice
BM,Help Getting The Invoices,Invoice,Get_Invoice
BM,Help Me Getting The Invoices From April,Invoice,Get_Invoice
BIM,Can You Help Me Getting The Invoices From 7 Months Ago?,Invoice,Get_Invoice
BIM,Where Do I Get The Invoices From My Last Purchase?,Invoice,Get_Invoice
BM,Help Me To Get The Invoices From My Last Purchase,Invoice,Get_Invoice
BM,I Try To Get The Invoices From 11 Purchases Ago,Invoice,Get_Invoice
B,I Am Trying To Get The Invoice From Last Month,Invoice,Get_Invoice
BIM,How Can I Get The Invoices From 9 Purchases Ago?,Invoice,Get_Invoice
BIP,How Could I Get My Invoice?,Invoice,Get_Invoice
BM,I Try To Get The Invoices From May,Invoice,Get_Invoice
BI,Where Do I Get The Invoice From Last Month?,Invoice,Get_Invoice
BI,What Do I Have To Do To Get My Invoice?,Invoice,Get_Invoice
BIMP,Could You Send Me The Invoices From Last Month?,Invoice,Get_Invoice
BEP,I Do Not Know How I Could Get The Invoice From January,Invoice,Get_Invoice
B,I Want Assistance To Get The Invoice From My Last Purchase,Invoice,Get_Invoice
BM,I Have Got To Get The Invoices From My Last Purchase,Invoice,Get_Invoice
BM,I Have Got To Get The Invoice From 10 Months Ago,Invoice,Get_Invoice
B,I Need Help Getting The Invoice From My Last Purchase,Invoice,Get_Invoice
BKM,Getting Invoices From Last Month,Invoice,Get_Invoice
BI,How Can I Get A Refund?,Refund,Get_Refund
BI,When Will I Get My Money Back?,Refund,Get_Refund
BM,I Am Trying To Get Refunds,Refund,Get_Refund
B,Help Me Get My Money Back,Refund,Get_Refund
B,Assistance To Get My Money Back,Refund,Get_Refund
BE,I Do Not Know How To Get A Refund,Refund,Get_Refund
BI,What Do I Need To Do To Get A Refund Of Money?,Refund,Get_Refund
BM,Help Me Get Refunds Of Money,Refund,Get_Refund
B,I Want Assistance To Get A Refund Of Money,Refund,Get_Refund
B,I Need Assistance To Get A Refund Of Money,Refund,Get_Refund
B,I Try To Get A Refund,Refund,Get_Refund
BEM,I Do Not Know How I Can Get Refunds,Refund,Get_Refund
BM,Help To Get Refunds Of Money,Refund,Get_Refund
B,I Don'T Know What To Do To Get A Refund,Refund,Get_Refund
BIMP,Where Could I Get Refunds?,Refund,Get_Refund
BIP,Would It Be Possible To Get A Refund Of Money?,Refund,Get_Refund
B,I Want My Money Back,Refund,Get_Refund
B,Help Getting A Refund,Refund,Get_Refund
BM,Assistance Getting Refunds Of Money,Refund,Get_Refund
BM,I Need Assistance Getting Refunds,Refund,Get_Refund
BIM,What Do I Have To Do To Get Refunds Of Money?,Refund,Get_Refund
B,I Don'T Know What I Have To Do To Get A Refund Of Money,Refund,Get_Refund
BEM,I Do Not Know What I Need To Do To Get Refunds Of Money,Refund,Get_Refund
BEM,I Do Not Know How To Get Refunds Of Money,Refund,Get_Refund
BE,I Do Not Know What I Have To Do To Get A Refund,Refund,Get_Refund
BP,I Would Like To Get A Refund Of Money,Refund,Get_Refund
BK,Getting Refund Of Money,Refund,Get_Refund
BE,I Do Not Know What To Do To Get My Money Back,Refund,Get_Refund
BM,I Don'T Know What To Do To Get Refunds,Refund,Get_Refund
BIP,Where Could I Get My Money Back?,Refund,Get_Refund
BIMP,Could You Help Me Getting Refunds?,Refund,Get_Refund
BM,Help Me To Get Refunds Of Money,Refund,Get_Refund
B,I Have To Get A Refund Of Money,Refund,Get_Refund
BIMP,Could You Help Me Get Refunds Of Money?,Refund,Get_Refund
BIM,What Do I Need To Do To Get Refunds Of Money?,Refund,Get_Refund
B,I Don'T Know How I Can Get A Refund,Refund,Get_Refund
B,I Need Assistance Getting My Money Back,Refund,Get_Refund
BI,How Long Until I Get My Money Back?,Refund,Get_Refund
BIM,How To Get Refunds?,Refund,Get_Refund
B,I Want Help Getting A Refund,Refund,Get_Refund
BIM,Where Do I Get Refunds?,Refund,Get_Refund
BEMP,I Do Not Know How I Could Get Refunds Of Money,Refund,Get_Refund
BI,How To Get My Money Back?,Refund,Get_Refund
BEP,I Do Not Know How I Could Get A Refund Of Money,Refund,Get_Refund
BIP,Where Could I Get A Refund Of Money?,Refund,Get_Refund
B,I Am Trying To Get My Money Back,Refund,Get_Refund
B,I Demand My Money Back,Refund,Get_Refund
B,Assistance Getting My Money Back,Refund,Get_Refund
BI,When Am I Going To Get A Refund?,Refund,Get_Refund
BI,When Am I Getting My Money Back?,Refund,Get_Refund
B,I Want Assistance Getting My Money Back,Refund,Get_Refund
BI,What Do I Have To Do To Get A Refund Of Money?,Refund,Get_Refund
BE,I Do Not Know What I Have To Do To Get A Refund Of Money,Refund,Get_Refund
BE,I Do Not Know What To Do To Get A Refund Of Money,Refund,Get_Refund
BIP,Could You Help Me To Get My Money Back?,Refund,Get_Refund
BI,How Do I Get A Refund?,Refund,Get_Refund
BI,Where Do I Get My Money Back?,Refund,Get_Refund
BM,I Have Got To Get Refunds,Refund,Get_Refund
BI,Where Can I Get My Money Back?,Refund,Get_Refund
BM,I Don'T Know How To Get Refunds,Refund,Get_Refund
BIMP,Could You Help Me Get Refunds?,Refund,Get_Refund
BIM,Where To Get Refunds Of Money?,Refund,Get_Refund
BM,I Don'T Know How I Can Get Refunds,Refund,Get_Refund
BI,Can You Help Me To Get My Money Back?,Refund,Get_Refund
BIM,Is It Possible To Get Refunds?,Refund,Get_Refund
BIP,Could You Help Me To Get A Refund?,Refund,Get_Refund
B,I Don'T Know What To Do To Get My Money Back,Refund,Get_Refund
B,I Try To Get A Refund Of Money,Refund,Get_Refund
BI,When Am I Getting A Refund?,Refund,Get_Refund
BI,When Will I Get A Refund Of Money?,Refund,Get_Refund
B,I Demand A Refund Of Money,Refund,Get_Refund
BE,I Do Not Know What I Have To Do To Get My Money Back,Refund,Get_Refund
B,I Need A Refund Of Money,Refund,Get_Refund
B,I Need Help Getting My Money Back,Refund,Get_Refund
B,I Don'T Know What I Have To Do To Get My Money Back,Refund,Get_Refund
BM,I Have To Get Refunds,Refund,Get_Refund
BI,Is It Possible To Get A Refund Of Money?,Refund,Get_Refund
B,I Want Help Getting My Money Back,Refund,Get_Refund
BI,When Am I Going To Get My Money Back?,Refund,Get_Refund
B,Help Me Getting A Refund Of Money,Refund,Get_Refund
